complex_id	uniprot_a	uniprot_b	combined_score
P00125	P00125	Q02375	1
P00125	P00125	Q02376	1
P00125	P00125	Q02377	1
P00125	P00125	Q02378	1
P00125	P00125	Q02379	1
P00125	P00125	Q02380	1
P00125	P00125	Q02827	1
P00125	P00125	Q05752	1
P00125	P00125	Q8HXG5	1
P00125	P00125	Q8HXG6	1
P00125	P00125	Q95KV7	1
P00126	P00126	O97725	1
P00126	P00126	P00125	1
P00126	P00126	P00126	1
P00126	P00126	P00129	1
P00126	P00126	P00130	1
P00126	P00126	P00157	1
P00126	P00126	P00396	1
P00126	P00126	P00415	1
P00126	P00126	P00423	1
P00126	P00126	P00426	1
P00126	P00126	P00428	1
P00126	P00126	P00429	1
P00126	P00126	P00430	1
P00126	P00126	P03887	1
P00126	P00126	P03892	1
P00126	P00126	P03898	1
P00126	P00126	P03902	1
P00126	P00126	P03910	1
P00126	P00126	P03920	1
P00126	P00126	P03924	1
P00126	P00126	P04038	1
P00126	P00126	P04394	1
P00126	P00126	P07552	1
P00126	P00126	P10175	1
P00126	P00126	P13182	1
P00126	P00126	P13183	1
P00126	P00126	P13184	1
P00126	P00126	P13271	1
P00126	P00126	P13272	1
P00126	P00126	P15690	1
P00126	P00126	P17694	1
P00126	P00126	P23004	1
P00126	P00126	P23709	1
P00126	P00126	P23934	1
P00126	P00126	P23935	1
P00126	P00126	P25708	1
P00126	P00126	P25712	1
P00126	P00126	P31800	1
P00126	P00126	P34942	1
P00126	P00126	P34943	1
P00126	P00126	P42026	1
P00126	P00126	P42028	1
P00126	P00126	P42029	1
P00126	P00126	P48305	1
P00126	P00126	P52505	1
P00126	P00126	P68530	1
P00126	P00126	Q01321	1
P00126	P00126	Q02365	1
P00126	P00126	Q02366	1
P00126	P00126	Q02367	1
P00126	P00126	Q02368	1
P00126	P00126	Q02369	1
P00126	P00126	Q02370	1
P00126	P00126	Q02371	1
P00126	P00126	Q02372	1
P00126	P00126	Q02373	1
P00126	P00126	Q02374	1
P00126	P00126	Q02375	1
P00126	P00126	Q02376	1
P00126	P00126	Q02377	1
P00126	P00126	Q02378	1
P00126	P00126	Q02379	1
P00126	P00126	Q02380	1
P00126	P00126	Q02827	1
P00126	P00126	Q05752	1
P00126	P00126	Q8HXG5	1
P00126	P00126	Q8HXG6	1
P00126	P00126	Q95KV7	1
P00129	P00129	O97725	1
P00129	P00129	P00125	1
P00129	P00129	P00126	1
P00129	P00129	P00129	1
P00129	P00129	P00130	1
P00129	P00129	P00157	1
P00129	P00129	P00396	1
P00129	P00129	P00415	1
P00129	P00129	P00423	1
P00129	P00129	P00426	1
P00129	P00129	P00428	1
P00129	P00129	P00429	1
P00129	P00129	P00430	1
P00129	P00129	P03887	1
P00129	P00129	P03892	1
P00129	P00129	P03898	1
P00129	P00129	P03902	1
P00129	P00129	P03910	1
P00129	P00129	P03920	1
P00129	P00129	P03924	1
P00129	P00129	P04038	1
P00129	P00129	P04394	1
P00129	P00129	P07552	1
P00129	P00129	P10175	1
P00129	P00129	P13182	1
P00129	P00129	P13183	1
P00129	P00129	P13184	1
P00129	P00129	P13271	1
P00129	P00129	P13272	1
P00129	P00129	P15690	1
P00129	P00129	P17694	1
P00129	P00129	P23004	1
P00129	P00129	P23709	1
P00129	P00129	P23934	1
P00129	P00129	P23935	1
P00129	P00129	P25708	1
P00129	P00129	P25712	1
P00129	P00129	P31800	1
P00129	P00129	P34942	1
P00129	P00129	P34943	1
P00129	P00129	P42026	1
P00129	P00129	P42028	1
P00129	P00129	P42029	1
P00129	P00129	P48305	1
P00129	P00129	P52505	1
P00129	P00129	P68530	1
P00129	P00129	Q01321	1
P00129	P00129	Q02365	1
P00129	P00129	Q02366	1
P00129	P00129	Q02367	1
P00129	P00129	Q02368	1
P00129	P00129	Q02369	1
P00129	P00129	Q02370	1
P00129	P00129	Q02371	1
P00129	P00129	Q02372	1
P00129	P00129	Q02373	1
P00129	P00129	Q02374	1
P00129	P00129	Q02375	1
P00129	P00129	Q02376	1
P00129	P00129	Q02377	1
P00129	P00129	Q02378	1
P00129	P00129	Q02379	1
P00129	P00129	Q02380	1
P00129	P00129	Q02827	1
P00129	P00129	Q05752	1
P00129	P00129	Q8HXG5	1
P00129	P00129	Q8HXG6	1
P00129	P00129	Q95KV7	1
P00130	P00130	O97725	1
P00130	P00130	P00125	1
P00130	P00130	P00126	1
P00130	P00130	P00129	1
P00130	P00130	P00130	1
P00130	P00130	P00157	1
P00130	P00130	P00396	1
P00130	P00130	P00415	1
P00130	P00130	P00423	1
P00130	P00130	P00426	1
P00130	P00130	P00428	1
P00130	P00130	P00429	1
P00130	P00130	P00430	1
P00130	P00130	P03887	1
P00130	P00130	P03892	1
P00130	P00130	P03898	1
P00130	P00130	P03902	1
P00130	P00130	P03910	1
P00130	P00130	P03920	1
P00130	P00130	P03924	1
P00130	P00130	P04038	1
P00130	P00130	P04394	1
P00130	P00130	P07552	1
P00130	P00130	P10175	1
P00130	P00130	P13182	1
P00130	P00130	P13183	1
P00130	P00130	P13184	1
P00130	P00130	P13271	1
P00130	P00130	P13272	1
P00130	P00130	P15690	1
P00130	P00130	P17694	1
P00130	P00130	P23004	1
P00130	P00130	P23709	1
P00130	P00130	P23934	1
P00130	P00130	P23935	1
P00130	P00130	P25708	1
P00130	P00130	P25712	1
P00130	P00130	P31800	1
P00130	P00130	P34942	1
P00130	P00130	P34943	1
P00130	P00130	P42026	1
P00130	P00130	P42028	1
P00130	P00130	P42029	1
P00130	P00130	P48305	1
P00130	P00130	P52505	1
P00130	P00130	P68530	1
P00130	P00130	Q01321	1
P00130	P00130	Q02365	1
P00130	P00130	Q02366	1
P00130	P00130	Q02367	1
P00130	P00130	Q02368	1
P00130	P00130	Q02369	1
P00130	P00130	Q02370	1
P00130	P00130	Q02371	1
P00130	P00130	Q02372	1
P00130	P00130	Q02373	1
P00130	P00130	Q02374	1
P00130	P00130	Q02375	1
P00130	P00130	Q02376	1
P00130	P00130	Q02377	1
P00130	P00130	Q02378	1
P00130	P00130	Q02379	1
P00130	P00130	Q02380	1
P00130	P00130	Q02827	1
P00130	P00130	Q05752	1
P00130	P00130	Q8HXG5	1
P00130	P00130	Q8HXG6	1
P00130	P00130	Q95KV7	1
P00157	P00157	O97725	1
P00157	P00157	P00125	1
P00157	P00157	P00126	1
P00157	P00157	P00129	1
P00157	P00157	P00130	1
P00157	P00157	P00157	1
P00157	P00157	P00396	1
P00157	P00157	P00415	1
P00157	P00157	P00423	1
P00157	P00157	P00426	1
P00157	P00157	P00428	1
P00157	P00157	P00429	1
P00157	P00157	P00430	1
P00157	P00157	P03887	1
P00157	P00157	P03892	1
P00157	P00157	P03898	1
P00157	P00157	P03902	1
P00157	P00157	P03910	1
P00157	P00157	P03920	1
P00157	P00157	P03924	1
P00157	P00157	P04038	1
P00157	P00157	P04394	1
P00157	P00157	P07552	1
P00157	P00157	P10175	1
P00157	P00157	P13182	1
P00157	P00157	P13183	1
P00157	P00157	P13184	1
P00157	P00157	P13271	1
P00157	P00157	P13272	1
P00157	P00157	P15690	1
P00157	P00157	P17694	1
P00157	P00157	P23004	1
P00157	P00157	P23709	1
P00157	P00157	P23934	1
P00157	P00157	P23935	1
P00157	P00157	P25708	1
P00157	P00157	P25712	1
P00157	P00157	P31800	1
P00157	P00157	P34942	1
P00157	P00157	P34943	1
P00157	P00157	P42026	1
P00157	P00157	P42028	1
P00157	P00157	P42029	1
P00157	P00157	P48305	1
P00157	P00157	P52505	1
P00157	P00157	P68530	1
P00157	P00157	Q01321	1
P00157	P00157	Q02365	1
P00157	P00157	Q02366	1
P00157	P00157	Q02367	1
P00157	P00157	Q02368	1
P00157	P00157	Q02369	1
P00157	P00157	Q02370	1
P00157	P00157	Q02371	1
P00157	P00157	Q02372	1
P00157	P00157	Q02373	1
P00157	P00157	Q02374	1
P00157	P00157	Q02375	1
P00157	P00157	Q02376	1
P00157	P00157	Q02377	1
P00157	P00157	Q02378	1
P00157	P00157	Q02379	1
P00157	P00157	Q02380	1
P00157	P00157	Q02827	1
P00157	P00157	Q05752	1
P00157	P00157	Q8HXG5	1
P00157	P00157	Q8HXG6	1
P00157	P00157	Q95KV7	1
P00158	P00158	P00158	1
P00158	P00158	P99028	1
P00158	P00158	Q8R1I1	1
P00158	P00158	Q9CPX8	1
P00158	P00158	Q9CQ69	1
P00158	P00158	Q9CR68	1
P00158	P00158	Q9CZ13	1
P00158	P00158	Q9D0M3	1
P00158	P00158	Q9D855	1
P00158	P00158	Q9DB77	1
P00159	P00159	A9UMV7	1
P00159	P00159	B2RYS2	1
P00159	P00159	P00159	1
P00159	P00159	P20788	1
P00159	P00159	P32551	1
P00159	P00159	Q5M9I5	1
P00159	P00159	Q68FY0	1
P00159	P00159	Q7TQ16	1
P00159	P00159	Q8R1I1	1
P00159	P00159	Q9D0M3	1
P00396	P00396	O97725	1
P00396	P00396	P00125	1
P00396	P00396	P00126	1
P00396	P00396	P00129	1
P00396	P00396	P00130	1
P00396	P00396	P00157	1
P00396	P00396	P00396	1
P00396	P00396	P00415	1
P00396	P00396	P00423	1
P00396	P00396	P00426	1
P00396	P00396	P00428	1
P00396	P00396	P00429	1
P00396	P00396	P00430	1
P00396	P00396	P03887	1
P00396	P00396	P03892	1
P00396	P00396	P03898	1
P00396	P00396	P03902	1
P00396	P00396	P03910	1
P00396	P00396	P03920	1
P00396	P00396	P03924	1
P00396	P00396	P04038	1
P00396	P00396	P04394	1
P00396	P00396	P07470	1
P00396	P00396	P07471	1
P00396	P00396	P07552	1
P00396	P00396	P10175	1
P00396	P00396	P13182	1
P00396	P00396	P13183	1
P00396	P00396	P13184	1
P00396	P00396	P13271	1
P00396	P00396	P13272	1
P00396	P00396	P14622	1
P00396	P00396	P15690	1
P00396	P00396	P17694	1
P00396	P00396	P23004	1
P00396	P00396	P23709	1
P00396	P00396	P23934	1
P00396	P00396	P23935	1
P00396	P00396	P25708	1
P00396	P00396	P25712	1
P00396	P00396	P31800	1
P00396	P00396	P34942	1
P00396	P00396	P34943	1
P00396	P00396	P42026	1
P00396	P00396	P42028	1
P00396	P00396	P42029	1
P00396	P00396	P48305	1
P00396	P00396	P52505	1
P00396	P00396	P68530	1
P00396	P00396	Q01321	1
P00396	P00396	Q02365	1
P00396	P00396	Q02366	1
P00396	P00396	Q02367	1
P00396	P00396	Q02368	1
P00396	P00396	Q02369	1
P00396	P00396	Q02370	1
P00396	P00396	Q02371	1
P00396	P00396	Q02372	1
P00396	P00396	Q02373	1
P00396	P00396	Q02374	1
P00396	P00396	Q02375	1
P00396	P00396	Q02376	1
P00396	P00396	Q02377	1
P00396	P00396	Q02378	1
P00396	P00396	Q02379	1
P00396	P00396	Q02380	1
P00396	P00396	Q02827	1
P00396	P00396	Q05752	1
P00396	P00396	Q8HXG5	1
P00396	P00396	Q8HXG6	1
P00396	P00396	Q95KV7	1
P00403	P00403	O15239	1
P00403	P00403	P00403	1
P00403	P00403	P03886	1
P00403	P00403	P04406	1
P00403	P00403	Q9BQ95	1
P00403	P00403	Q9Y375	1
P00403	P00403	Q9Y4K3	1
P00405	P00405	P00405	1
P00405	P00405	P00416	1
P00405	P00405	P12787	1
P00405	P00405	P17665	1
P00405	P00405	P19536	1
P00405	P00405	P19783	1
P00405	P00405	P43024	1
P00405	P00405	P48771	1
P00405	P00405	P56391	1
P00405	P00405	P56393	1
P00405	P00405	Q64445	1
P00405	P00405	Q9CPQ1	1
P00405	P00405	Q9MD68	1
P00406	P00406	P00406	1
P00406	P00406	P05503	1
P00406	P00406	P05505	1
P00406	P00406	P10818	1
P00406	P00406	P10888	1
P00406	P00406	P11240	1
P00406	P00406	P11950	1
P00406	P00406	P12075	1
P00406	P00406	P35171	1
P00406	P00406	P80430	1
P00406	P00406	P80431	1
P00406	P00406	P80432	1
P00406	P00406	P80433	1
P00415	P00415	O97725	1
P00415	P00415	P00125	1
P00415	P00415	P00126	1
P00415	P00415	P00129	1
P00415	P00415	P00130	1
P00415	P00415	P00157	1
P00415	P00415	P00396	1
P00415	P00415	P00415	1
P00415	P00415	P00423	1
P00415	P00415	P00426	1
P00415	P00415	P00428	1
P00415	P00415	P00429	1
P00415	P00415	P00430	1
P00415	P00415	P03887	1
P00415	P00415	P03892	1
P00415	P00415	P03898	1
P00415	P00415	P03902	1
P00415	P00415	P03910	1
P00415	P00415	P03920	1
P00415	P00415	P03924	1
P00415	P00415	P04038	1
P00415	P00415	P04394	1
P00415	P00415	P07470	1
P00415	P00415	P07471	1
P00415	P00415	P07552	1
P00415	P00415	P10175	1
P00415	P00415	P13182	1
P00415	P00415	P13183	1
P00415	P00415	P13184	1
P00415	P00415	P13271	1
P00415	P00415	P13272	1
P00415	P00415	P14622	1
P00415	P00415	P15690	1
P00415	P00415	P17694	1
P00415	P00415	P23004	1
P00415	P00415	P23709	1
P00415	P00415	P23934	1
P00415	P00415	P23935	1
P00415	P00415	P25708	1
P00415	P00415	P25712	1
P00415	P00415	P31800	1
P00415	P00415	P34942	1
P00415	P00415	P34943	1
P00415	P00415	P42026	1
P00415	P00415	P42028	1
P00415	P00415	P42029	1
P00415	P00415	P48305	1
P00415	P00415	P52505	1
P00415	P00415	P68530	1
P00415	P00415	Q01321	1
P00415	P00415	Q02365	1
P00415	P00415	Q02366	1
P00415	P00415	Q02367	1
P00415	P00415	Q02368	1
P00415	P00415	Q02369	1
P00415	P00415	Q02370	1
P00415	P00415	Q02371	1
P00415	P00415	Q02372	1
P00415	P00415	Q02373	1
P00415	P00415	Q02374	1
P00415	P00415	Q02375	1
P00415	P00415	Q02376	1
P00415	P00415	Q02377	1
P00415	P00415	Q02378	1
P00415	P00415	Q02379	1
P00415	P00415	Q02380	1
P00415	P00415	Q02827	1
P00415	P00415	Q05752	1
P00415	P00415	Q8HXG5	1
P00415	P00415	Q8HXG6	1
P00415	P00415	Q95KV7	1
P00416	P00416	P00405	1
P00416	P00416	P00416	1
P00416	P00416	P12787	1
P00416	P00416	P17665	1
P00416	P00416	P19536	1
P00416	P00416	P19783	1
P00416	P00416	P43024	1
P00416	P00416	P48771	1
P00416	P00416	P56391	1
P00416	P00416	P56393	1
P00416	P00416	Q64445	1
P00416	P00416	Q9CPQ1	1
P00416	P00416	Q9MD68	1
P00423	P00423	O97725	1
P00423	P00423	P00125	1
P00423	P00423	P00126	1
P00423	P00423	P00129	1
P00423	P00423	P00130	1
P00423	P00423	P00157	1
P00423	P00423	P00396	1
P00423	P00423	P00415	1
P00423	P00423	P00423	1
P00423	P00423	P00426	1
P00423	P00423	P00428	1
P00423	P00423	P00429	1
P00423	P00423	P00430	1
P00423	P00423	P03887	1
P00423	P00423	P03892	1
P00423	P00423	P03898	1
P00423	P00423	P03902	1
P00423	P00423	P03910	1
P00423	P00423	P03920	1
P00423	P00423	P03924	1
P00423	P00423	P04038	1
P00423	P00423	P04394	1
P00423	P00423	P07470	1
P00423	P00423	P07471	1
P00423	P00423	P07552	1
P00423	P00423	P10175	1
P00423	P00423	P13182	1
P00423	P00423	P13183	1
P00423	P00423	P13184	1
P00423	P00423	P13271	1
P00423	P00423	P13272	1
P00423	P00423	P14622	1
P00423	P00423	P15690	1
P00423	P00423	P17694	1
P00423	P00423	P23004	1
P00423	P00423	P23709	1
P00423	P00423	P23934	1
P00423	P00423	P23935	1
P00423	P00423	P25708	1
P00423	P00423	P25712	1
P00423	P00423	P31800	1
P00423	P00423	P34942	1
P00423	P00423	P34943	1
P00423	P00423	P42026	1
P00423	P00423	P42028	1
P00423	P00423	P42029	1
P00423	P00423	P48305	1
P00423	P00423	P52505	1
P00423	P00423	P68530	1
P00423	P00423	Q01321	1
P00423	P00423	Q02365	1
P00423	P00423	Q02366	1
P00423	P00423	Q02367	1
P00423	P00423	Q02368	1
P00423	P00423	Q02369	1
P00423	P00423	Q02370	1
P00423	P00423	Q02371	1
P00423	P00423	Q02372	1
P00423	P00423	Q02373	1
P00423	P00423	Q02374	1
P00423	P00423	Q02375	1
P00423	P00423	Q02376	1
P00423	P00423	Q02377	1
P00423	P00423	Q02378	1
P00423	P00423	Q02379	1
P00423	P00423	Q02380	1
P00423	P00423	Q02827	1
P00423	P00423	Q05752	1
P00423	P00423	Q8HXG5	1
P00423	P00423	Q8HXG6	1
P00423	P00423	Q95KV7	1
P00426	P00426	O97725	1
P00426	P00426	P00125	1
P00426	P00426	P00126	1
P00426	P00426	P00129	1
P00426	P00426	P00130	1
P00426	P00426	P00157	1
P00426	P00426	P00396	1
P00426	P00426	P00415	1
P00426	P00426	P00423	1
P00426	P00426	P00426	1
P00426	P00426	P00428	1
P00426	P00426	P00429	1
P00426	P00426	P00430	1
P00426	P00426	P03887	1
P00426	P00426	P03892	1
P00426	P00426	P03898	1
P00426	P00426	P03902	1
P00426	P00426	P03910	1
P00426	P00426	P03920	1
P00426	P00426	P03924	1
P00426	P00426	P04038	1
P00426	P00426	P04394	1
P00426	P00426	P07470	1
P00426	P00426	P07471	1
P00426	P00426	P07552	1
P00426	P00426	P10175	1
P00426	P00426	P13182	1
P00426	P00426	P13183	1
P00426	P00426	P13184	1
P00426	P00426	P13271	1
P00426	P00426	P13272	1
P00426	P00426	P14622	1
P00426	P00426	P15690	1
P00426	P00426	P17694	1
P00426	P00426	P23004	1
P00426	P00426	P23709	1
P00426	P00426	P23934	1
P00426	P00426	P23935	1
P00426	P00426	P25708	1
P00426	P00426	P25712	1
P00426	P00426	P31800	1
P00426	P00426	P34942	1
P00426	P00426	P34943	1
P00426	P00426	P42026	1
P00426	P00426	P42028	1
P00426	P00426	P42029	1
P00426	P00426	P48305	1
P00426	P00426	P52505	1
P00426	P00426	P68530	1
P00426	P00426	Q01321	1
P00426	P00426	Q02365	1
P00426	P00426	Q02366	1
P00426	P00426	Q02367	1
P00426	P00426	Q02368	1
P00426	P00426	Q02369	1
P00426	P00426	Q02370	1
P00426	P00426	Q02371	1
P00426	P00426	Q02372	1
P00426	P00426	Q02373	1
P00426	P00426	Q02374	1
P00426	P00426	Q02375	1
P00426	P00426	Q02376	1
P00426	P00426	Q02377	1
P00426	P00426	Q02378	1
P00426	P00426	Q02379	1
P00426	P00426	Q02380	1
P00426	P00426	Q02827	1
P00426	P00426	Q05752	1
P00426	P00426	Q8HXG5	1
P00426	P00426	Q8HXG6	1
P00426	P00426	Q95KV7	1
P00428	P00428	O97725	1
P00428	P00428	P00125	1
P00428	P00428	P00126	1
P00428	P00428	P00129	1
P00428	P00428	P00130	1
P00428	P00428	P00157	1
P00428	P00428	P00396	1
P00428	P00428	P00415	1
P00428	P00428	P00423	1
P00428	P00428	P00426	1
P00428	P00428	P00428	1
P00428	P00428	P00429	1
P00428	P00428	P00430	1
P00428	P00428	P03887	1
P00428	P00428	P03892	1
P00428	P00428	P03898	1
P00428	P00428	P03902	1
P00428	P00428	P03910	1
P00428	P00428	P03920	1
P00428	P00428	P03924	1
P00428	P00428	P04038	1
P00428	P00428	P04394	1
P00428	P00428	P07470	1
P00428	P00428	P07471	1
P00428	P00428	P07552	1
P00428	P00428	P10175	1
P00428	P00428	P13182	1
P00428	P00428	P13183	1
P00428	P00428	P13184	1
P00428	P00428	P13271	1
P00428	P00428	P13272	1
P00428	P00428	P14622	1
P00428	P00428	P15690	1
P00428	P00428	P17694	1
P00428	P00428	P23004	1
P00428	P00428	P23709	1
P00428	P00428	P23934	1
P00428	P00428	P23935	1
P00428	P00428	P25708	1
P00428	P00428	P25712	1
P00428	P00428	P31800	1
P00428	P00428	P34942	1
P00428	P00428	P34943	1
P00428	P00428	P42026	1
P00428	P00428	P42028	1
P00428	P00428	P42029	1
P00428	P00428	P48305	1
P00428	P00428	P52505	1
P00428	P00428	P68530	1
P00428	P00428	Q01321	1
P00428	P00428	Q02365	1
P00428	P00428	Q02366	1
P00428	P00428	Q02367	1
P00428	P00428	Q02368	1
P00428	P00428	Q02369	1
P00428	P00428	Q02370	1
P00428	P00428	Q02371	1
P00428	P00428	Q02372	1
P00428	P00428	Q02373	1
P00428	P00428	Q02374	1
P00428	P00428	Q02375	1
P00428	P00428	Q02376	1
P00428	P00428	Q02377	1
P00428	P00428	Q02378	1
P00428	P00428	Q02379	1
P00428	P00428	Q02380	1
P00428	P00428	Q02827	1
P00428	P00428	Q05752	1
P00428	P00428	Q8HXG5	1
P00428	P00428	Q8HXG6	1
P00428	P00428	Q95KV7	1
P00429	P00429	O97725	1
P00429	P00429	P00125	1
P00429	P00429	P00126	1
P00429	P00429	P00129	1
P00429	P00429	P00130	1
P00429	P00429	P00157	1
P00429	P00429	P00396	1
P00429	P00429	P00415	1
P00429	P00429	P00423	1
P00429	P00429	P00426	1
P00429	P00429	P00428	1
P00429	P00429	P00429	1
P00429	P00429	P00430	1
P00429	P00429	P03887	1
P00429	P00429	P03892	1
P00429	P00429	P03898	1
P00429	P00429	P03902	1
P00429	P00429	P03910	1
P00429	P00429	P03920	1
P00429	P00429	P03924	1
P00429	P00429	P04038	1
P00429	P00429	P04394	1
P00429	P00429	P07470	1
P00429	P00429	P07471	1
P00429	P00429	P07552	1
P00429	P00429	P10175	1
P00429	P00429	P13182	1
P00429	P00429	P13183	1
P00429	P00429	P13184	1
P00429	P00429	P13271	1
P00429	P00429	P13272	1
P00429	P00429	P14622	1
P00429	P00429	P15690	1
P00429	P00429	P17694	1
P00429	P00429	P23004	1
P00429	P00429	P23709	1
P00429	P00429	P23934	1
P00429	P00429	P23935	1
P00429	P00429	P25708	1
P00429	P00429	P25712	1
P00429	P00429	P31800	1
P00429	P00429	P34942	1
P00429	P00429	P34943	1
P00429	P00429	P42026	1
P00429	P00429	P42028	1
P00429	P00429	P42029	1
P00429	P00429	P48305	1
P00429	P00429	P52505	1
P00429	P00429	P68530	1
P00429	P00429	Q01321	1
P00429	P00429	Q02365	1
P00429	P00429	Q02366	1
P00429	P00429	Q02367	1
P00429	P00429	Q02368	1
P00429	P00429	Q02369	1
P00429	P00429	Q02370	1
P00429	P00429	Q02371	1
P00429	P00429	Q02372	1
P00429	P00429	Q02373	1
P00429	P00429	Q02374	1
P00429	P00429	Q02375	1
P00429	P00429	Q02376	1
P00429	P00429	Q02377	1
P00429	P00429	Q02378	1
P00429	P00429	Q02379	1
P00429	P00429	Q02380	1
P00429	P00429	Q02827	1
P00429	P00429	Q05752	1
P00429	P00429	Q8HXG5	1
P00429	P00429	Q8HXG6	1
P00429	P00429	Q95KV7	1
P00430	P00430	O97725	1
P00430	P00430	P00125	1
P00430	P00430	P00126	1
P00430	P00430	P00129	1
P00430	P00430	P00130	1
P00430	P00430	P00157	1
P00430	P00430	P00396	1
P00430	P00430	P00415	1
P00430	P00430	P00423	1
P00430	P00430	P00426	1
P00430	P00430	P00428	1
P00430	P00430	P00429	1
P00430	P00430	P00430	1
P00430	P00430	P03887	1
P00430	P00430	P03892	1
P00430	P00430	P03898	1
P00430	P00430	P03902	1
P00430	P00430	P03910	1
P00430	P00430	P03920	1
P00430	P00430	P03924	1
P00430	P00430	P04038	1
P00430	P00430	P04394	1
P00430	P00430	P07470	1
P00430	P00430	P07471	1
P00430	P00430	P07552	1
P00430	P00430	P10175	1
P00430	P00430	P13182	1
P00430	P00430	P13183	1
P00430	P00430	P13184	1
P00430	P00430	P13271	1
P00430	P00430	P13272	1
P00430	P00430	P14622	1
P00430	P00430	P15690	1
P00430	P00430	P17694	1
P00430	P00430	P23004	1
P00430	P00430	P23709	1
P00430	P00430	P23934	1
P00430	P00430	P23935	1
P00430	P00430	P25708	1
P00430	P00430	P25712	1
P00430	P00430	P31800	1
P00430	P00430	P34942	1
P00430	P00430	P34943	1
P00430	P00430	P42026	1
P00430	P00430	P42028	1
P00430	P00430	P42029	1
P00430	P00430	P48305	1
P00430	P00430	P52505	1
P00430	P00430	P68530	1
P00430	P00430	Q01321	1
P00430	P00430	Q02365	1
P00430	P00430	Q02366	1
P00430	P00430	Q02367	1
P00430	P00430	Q02368	1
P00430	P00430	Q02369	1
P00430	P00430	Q02370	1
P00430	P00430	Q02371	1
P00430	P00430	Q02372	1
P00430	P00430	Q02373	1
P00430	P00430	Q02374	1
P00430	P00430	Q02375	1
P00430	P00430	Q02376	1
P00430	P00430	Q02377	1
P00430	P00430	Q02378	1
P00430	P00430	Q02379	1
P00430	P00430	Q02380	1
P00430	P00430	Q02827	1
P00430	P00430	Q05752	1
P00430	P00430	Q8HXG5	1
P00430	P00430	Q8HXG6	1
P00430	P00430	Q95KV7	1
P00519	P00519	P00519	1
P00519	P00519	P38398	1
P00520	P00520	P00520	1
P00520	P00520	P49615	1
P00520	P00520	P97465	1
P00520	P00520	Q8BMV0	1
P00520	P00520	Q9ESJ1	1
P00533	P00533	O00443	1
P00533	P00533	O00750	1
P00533	P00533	O60260	1
P00533	P00533	O60749	1
P00533	P00533	O75886	1
P00533	P00533	O95219	1
P00533	P00533	P00533	1
P00533	P00533	P04626	1
P00533	P00533	P05106	1
P00533	P00533	P06756	1
P00533	P00533	P22681	1
P00533	P00533	P42566	1
P00533	P00533	P62993	1
P00533	P00533	Q13191	1
P00533	P00533	Q13596	1
P00533	P00533	Q13671	1
P00533	P00533	Q3V639	1
P00533	P00533	Q5U5U6	1
P00533	P00533	Q96B97	1
P00742	P00742	P00742	1
P00742	P00742	P08709	1
P00742	P00742	P10646	1
P00742	P00742	P13726	1
P00829	P00829	P00829	1
P00829	P00829	P00847	1
P00829	P00829	P01096	1
P00829	P00829	P02721	1
P00829	P00829	P03929	1
P00829	P00829	P05630	1
P00829	P00829	P05631	1
P00829	P00829	P05632	1
P00829	P00829	P13619	1
P00829	P00829	P13620	1
P00829	P00829	P13621	1
P00829	P00829	P19483	1
P00829	P00829	P32876	1
P00829	P00829	Q00361	1
P00846	P00846	O75947	1
P00846	P00846	O75964	1
P00846	P00846	P00846	1
P00846	P00846	P03928	1
P00846	P00846	P05496	1
P00846	P00846	P06576	1
P00846	P00846	P18859	1
P00846	P00846	P24539	1
P00846	P00846	P25705	1
P00846	P00846	P30049	1
P00846	P00846	P36542	1
P00846	P00846	P48047	1
P00846	P00846	P56134	1
P00846	P00846	P56381	1
P00846	P00846	P56385	1
P00846	P00846	Q6IAQ7	1
P00847	P00847	P00829	1
P00847	P00847	P00847	1
P00847	P00847	P01096	1
P00847	P00847	P02721	1
P00847	P00847	P03929	1
P00847	P00847	P05630	1
P00847	P00847	P05631	1
P00847	P00847	P05632	1
P00847	P00847	P13619	1
P00847	P00847	P13620	1
P00847	P00847	P13621	1
P00847	P00847	P19483	1
P00847	P00847	P32876	1
P00847	P00847	Q00361	1
P01009	P01009	P01009	1
P01009	P01009	P08246	1
P01009	P01009	P08311	1
P01011	P01011	P01011	1
P01011	P01011	P08311	1
P01023	P01023	P01023	1
P01023	P01023	P08133	1
P01023	P01023	Q07954	1
P01033	P01033	P01033	1
P01033	P01033	P14780	1
P01033	P01033	Q07954	1
P01096	P01096	P00829	1
P01096	P01096	P00847	1
P01096	P01096	P01096	1
P01096	P01096	P02721	1
P01096	P01096	P03929	1
P01096	P01096	P05630	1
P01096	P01096	P05631	1
P01096	P01096	P05632	1
P01096	P01096	P13619	1
P01096	P01096	P13620	1
P01096	P01096	P13621	1
P01096	P01096	P19483	1
P01096	P01096	P32876	1
P01096	P01096	Q00361	1
P01100	P01100	P01100	1
P01100	P01100	P05412	1
P01100	P01100	P11308	1
P01100	P01100	P15036	1
P01100	P01100	P84022	1
P01100	P01100	Q13469	1
P01100	P01100	Q13485	1
P01106	P01106	O96019	1
P01106	P01106	P01106	1
P01106	P01106	P61244	1
P01106	P01106	P78537	1
P01106	P01106	Q13105	1
P01106	P01106	Q9Y230	1
P01106	P01106	Q9Y265	1
P01106	P01106	Q9Y4A5	1
P01106	P01106	Q9Y6K1	1
P01108	P01108	P01108	1
P01108	P01108	P28574	1
